ID,Tournament,Date,Home Team,Home Goals,Away Goals,Away Team,Win Conditions,Home Stadium
14288,Friendly,2011-09-04,Mexico,1,0,Chile,,FALSE
14289,Friendly,2011-09-05,Brazil,1,0,Ghana,,FALSE
14290,Friendly,2011-09-06,Argentina,3,1,Nigeria,,FALSE
14291,Friendly,2011-09-06,Belgium,1,0,United States,,TRUE
14292,UEFA Euro qualification,2011-09-06,Croatia,3,1,Israel,,TRUE
14293,UEFA Euro qualification,2011-09-06,Denmark,2,0,Norway,,TRUE
14294,Friendly,2011-09-06,Ecuador,4,0,Costa Rica,,TRUE
14295,UEFA Euro qualification,2011-09-06,England,1,0,Wales,,TRUE
14296,UEFA Euro qualification,2011-09-06,Finland,0,2,Netherlands,,TRUE
14297,FIFA World Cup qualification,2011-09-06,Kuwait,1,1,South Korea,,TRUE
14298,Friendly,2011-09-06,Poland,2,2,Germany,,TRUE
14299,FIFA World Cup qualification,2011-09-06,Puerto Rico,0,3,Canada,,TRUE
14300,FIFA World Cup qualification,2011-09-06,Qatar,1,1,Iran,,TRUE
14301,UEFA Euro qualification,2011-09-06,Romania,0,0,France,,TRUE
14302,FIFA World Cup qualification,2011-09-06,Saudi Arabia,1,3,Australia,,TRUE
14303,UEFA Euro qualification,2011-09-06,Serbia,3,1,Faroe Islands,,TRUE
14304,UEFA Euro qualification,2011-09-06,Spain,6,0,Liechtenstein,,TRUE
14305,UEFA Euro qualification,2011-09-06,Switzerland,3,1,Bulgaria,,TRUE
14306,FIFA World Cup qualification,2011-09-06,Uzbekistan,1,1,Japan,,TRUE
14307,Superclasico de las Americas,2011-09-14,Argentina,0,0,Brazil,,TRUE
14308,Superclasico de las Americas,2011-09-28,Brazil,2,0,Argentina,,TRUE
14309,Friendly,2011-10-05,Iran,7,0,Palestine,,TRUE
14310,FIFA World Cup qualification,2011-10-07,Argentina,4,1,Chile,,TRUE
14311,Friendly,2011-10-07,Australia,5,0,Malaysia,,TRUE
14312,UEFA Euro qualification,2011-10-07,Belgium,4,1,Kazakhstan,,TRUE
14313,African Cup of Nations qualification,2011-10-07,DR Congo,2,3,Cameroon,,TRUE
14314,Friendly,2011-10-07,Costa Rica,0,1,Brazil,,TRUE
14315,UEFA Euro qualification,2011-10-07,Cyprus,1,4,Denmark,,TRUE
14316,UEFA Euro qualification,2011-10-07,Czech Republic,0,2,Spain,,TRUE
14317,FIFA World Cup qualification,2011-10-07,Ecuador,2,0,Venezuela,,TRUE
14318,UEFA Euro qualification,2011-10-07,France,3,0,Albania,,TRUE
14319,UEFA Euro qualification,2011-10-07,Greece,2,0,Croatia,,TRUE
14320,Friendly,2011-10-07,Indonesia,0,0,Saudi Arabia,,FALSE
14321,Friendly,2011-10-07,Japan,1,0,Vietnam,,TRUE
14322,Friendly,2011-10-07,South Korea,2,2,Poland,,TRUE
14323,UEFA Euro qualification,2011-10-07,Montenegro,2,2,England,,TRUE
14324,UEFA Euro qualification,2011-10-07,Netherlands,1,0,Moldova,,TRUE
14325,UEFA Euro qualification,2011-10-07,Portugal,5,3,Iceland,,TRUE
14326,UEFA Euro qualification,2011-10-07,Serbia,1,1,Italy,,TRUE
14327,FIFA World Cup qualification,2011-10-07,Saint Lucia,0,7,Canada,,TRUE
14328,UEFA Euro qualification,2011-10-07,Turkey,1,3,Germany,,TRUE
14329,FIFA World Cup qualification,2011-10-07,Uruguay,4,2,Bolivia,,TRUE
14330,UEFA Euro qualification,2011-10-07,Wales,2,0,Switzerland,,TRUE
14331,African Cup of Nations qualification,2011-10-08,Sudan,0,2,Ghana,,TRUE
14332,African Cup of Nations qualification,2011-10-08,Tunisia,2,0,Togo,,TRUE
14333,Friendly,2011-10-08,United States,1,0,Honduras,,TRUE
14334,African Cup of Nations qualification,2011-10-09,Mauritius,0,2,Senegal,,TRUE
14335,African Cup of Nations qualification,2011-10-09,Morocco,3,1,Tanzania,,TRUE
14336,FIFA World Cup qualification,2011-10-11,Australia,3,0,Oman,,TRUE
14337,Friendly,2011-10-11,Belarus,0,2,Poland,,FALSE
14338,UEFA Euro qualification,2011-10-11,Bulgaria,0,1,Wales,,TRUE
14339,FIFA World Cup qualification,2011-10-11,Canada,0,0,Puerto Rico,,TRUE
14340,UEFA Euro qualification,2011-10-11,Croatia,2,0,Latvia,,TRUE
14341,UEFA Euro qualification,2011-10-11,Denmark,2,1,Portugal,,TRUE
14342,Friendly,2011-10-11,Equatorial Guinea,1,1,Cameroon,,TRUE
14343,UEFA Euro qualification,2011-10-11,France,1,1,Bosnia and Herzegovina,,TRUE
14344,UEFA Euro qualification,2011-10-11,Germany,3,1,Belgium,,TRUE
14345,Friendly,2011-10-11,Ghana,0,0,Nigeria,,FALSE
14346,FIFA World Cup qualification,2011-10-11,Indonesia,2,3,Qatar,,TRUE
14347,FIFA World Cup qualification,2011-10-11,Iran,6,0,Bahrain,,TRUE
14348,FIFA World Cup qualification,2011-10-11,Japan,8,0,Tajikistan,,TRUE
14349,FIFA World Cup qualification,2011-10-11,South Korea,2,1,United Arab Emirates,,TRUE
14350,Friendly,2011-10-11,Mexico,1,2,Brazil,,TRUE
14351,FIFA World Cup qualification,2011-10-11,Paraguay,1,1,Uruguay,,TRUE
14352,UEFA Euro qualification,2011-10-11,Slovenia,1,0,Serbia,,TRUE
14353,UEFA Euro qualification,2011-10-11,Spain,3,1,Scotland,,TRUE
14354,UEFA Euro qualification,2011-10-11,Sweden,3,2,Netherlands,,TRUE
14355,UEFA Euro qualification,2011-10-11,Switzerland,2,0,Montenegro,,TRUE
14356,FIFA World Cup qualification,2011-10-11,Thailand,0,0,Saudi Arabia,,TRUE
14357,Friendly,2011-10-11,United States,0,1,Ecuador,,TRUE
14358,FIFA World Cup qualification,2011-10-11,Venezuela,1,0,Argentina,,TRUE
14359,Friendly,2011-11-04,Qatar,0,0,Oman,,TRUE
14360,Friendly,2011-11-10,Gabon,0,2,Brazil,,TRUE
14361,FIFA World Cup qualification,2011-11-11,Argentina,1,1,Bolivia,,TRUE
14362,FIFA World Cup qualification,2011-11-11,Bahrain,1,1,Iran,,TRUE
14363,Friendly,2011-11-11,Belgium,2,1,Romania,,TRUE
14364,UEFA Euro qualification,2011-11-11,Bosnia and Herzegovina,0,0,Portugal,,TRUE
14365,Friendly,2011-11-11,Cameroon,3,1,Sudan,,FALSE
14366,Friendly,2011-11-11,Denmark,2,0,Sweden,,TRUE
14367,Friendly,2011-11-11,France,1,0,United States,,TRUE
14368,Friendly,2011-11-11,Mexico,2,0,Serbia,,TRUE
14369,Friendly,2011-11-11,Morocco,0,1,Uganda,,TRUE
14370,Friendly,2011-11-11,Netherlands,0,0,Switzerland,,TRUE
14371,FIFA World Cup qualification,2011-11-11,Oman,1,0,Australia,,TRUE
14372,Friendly,2011-11-11,Panama,2,0,Costa Rica,,TRUE
14373,FIFA World Cup qualification,2011-11-11,Paraguay,2,1,Ecuador,,TRUE
14374,Friendly,2011-11-11,Poland,0,2,Italy,,TRUE
14375,FIFA World Cup qualification,2011-11-11,Qatar,4,0,Indonesia,,TRUE
14376,FIFA World Cup qualification,2011-11-11,Saudi Arabia,3,0,Thailand,,TRUE
14377,FIFA World Cup qualification,2011-11-11,Saint Kitts and Nevis,0,0,Canada,,TRUE
14378,FIFA World Cup qualification,2011-11-11,Tajikistan,0,4,Japan,,TRUE
14379,UEFA Euro qualification,2011-11-11,Turkey,0,3,Croatia,,TRUE
14380,Friendly,2011-11-11,Ukraine,3,3,Germany,,TRUE
14381,FIFA World Cup qualification,2011-11-11,United Arab Emirates,0,2,South Korea,,TRUE
14382,FIFA World Cup qualification,2011-11-11,Uruguay,4,0,Chile,,TRUE
14383,Friendly,2011-11-12,Algeria,1,0,Tunisia,,TRUE
14384,Friendly,2011-11-12,England,1,0,Spain,,TRUE
14385,Friendly,2011-11-12,Wales,4,1,Norway,,TRUE
14386,Friendly,2011-11-13,Morocco,1,1,Cameroon,,TRUE
14387,Friendly,2011-11-14,Brazil,2,0,Egypt,,FALSE
14388,Friendly,2011-11-14,Honduras,2,0,Serbia,,TRUE
14389,FIFA World Cup qualification,2011-11-15,Canada,4,0,Saint Kitts and Nevis,,TRUE
14390,FIFA World Cup qualification,2011-11-15,Colombia,1,2,Argentina,,TRUE
14391,Friendly,2011-11-15,Costa Rica,2,2,Spain,,TRUE
14392,UEFA Euro qualification,2011-11-15,Croatia,0,0,Turkey,,TRUE
14393,Friendly,2011-11-15,Denmark,2,1,Finland,,TRUE
14394,FIFA World Cup qualification,2011-11-15,Ecuador,2,0,Peru,,TRUE
14395,Friendly,2011-11-15,England,1,0,Sweden,,TRUE
14396,Friendly,2011-11-15,France,0,0,Belgium,,TRUE
14397,Friendly,2011-11-15,Germany,3,0,Netherlands,,TRUE
14398,Friendly,2011-11-15,Ghana,2,1,Gabon,,FALSE
14399,FIFA World Cup qualification,2011-11-15,Indonesia,1,4,Iran,,TRUE
14400,Friendly,2011-11-15,Italy,0,1,Uruguay,,TRUE
14401,FIFA World Cup qualification,2011-11-15,North Korea,1,0,Japan,,TRUE
14402,FIFA World Cup qualification,2011-11-15,Lebanon,2,1,South Korea,,TRUE
14403,Friendly,2011-11-15,Luxembourg,0,1,Switzerland,,TRUE
14404,Friendly,2011-11-15,Poland,2,1,Hungary,,TRUE
14405,UEFA Euro qualification,2011-11-15,Portugal,6,2,Bosnia and Herzegovina,,TRUE
14406,FIFA World Cup qualification,2011-11-15,Qatar,0,0,Bahrain,,TRUE
14407,FIFA World Cup qualification,2011-11-15,Saudi Arabia,0,0,Oman,,TRUE
14408,Friendly,2011-11-15,Slovenia,2,3,United States,,TRUE
14409,FIFA World Cup qualification,2011-11-15,Thailand,0,1,Australia,,TRUE
14410,Friendly,2011-12-11,Cuba,1,1,Costa Rica,,TRUE
14411,Friendly,2011-12-14,Angola,1,1,Cameroon,,TRUE
14412,Friendly,2011-12-22,Venezuela,0,2,Costa Rica,,TRUE
14413,Friendly,2011-12-28,Basque Country,0,2,Tunisia,,TRUE
14414,Friendly,2011-12-30,Catalonia,0,0,Tunisia,,TRUE
14415,Friendly,2012-01-09,Tunisia,3,0,Sudan,,FALSE
14416,Friendly,2012-01-12,Senegal,1,0,Sudan,,TRUE
14417,Friendly,2012-01-13,Tunisia,0,2,Ivory Coast,,FALSE
14418,African Cup of Nations,2012-01-21,Senegal,1,2,Zambia,,FALSE
14419,Friendly,2012-01-21,United States,1,0,Venezuela,,TRUE
14420,African Cup of Nations,2012-01-23,Morocco,1,2,Tunisia,,FALSE
14421,African Cup of Nations,2012-01-24,Ghana,1,0,Botswana,,FALSE
14422,African Cup of Nations,2012-01-25,Equatorial Guinea,2,1,Senegal,,TRUE
14423,Friendly,2012-01-25,Mexico,3,1,Venezuela,,FALSE
14424,Friendly,2012-01-25,Panama,0,1,United States,,TRUE
14425,African Cup of Nations,2012-01-27,Gabon,3,2,Morocco,,TRUE
14426,African Cup of Nations,2012-01-27,Niger,1,2,Tunisia,,FALSE
14427,African Cup of Nations,2012-01-28,Ghana,2,0,Mali,,FALSE
14428,African Cup of Nations,2012-01-29,Libya,2,1,Senegal,,FALSE
14429,African Cup of Nations,2012-01-31,Gabon,1,0,Tunisia,,TRUE
14430,African Cup of Nations,2012-01-31,Niger,0,1,Morocco,,FALSE
14431,African Cup of Nations,2012-02-01,Ghana,1,1,Guinea,,FALSE
14432,African Cup of Nations,2012-02-05,Ghana,2,1,Tunisia,,FALSE
14433,African Cup of Nations,2012-02-08,Zambia,1,0,Ghana,,FALSE
14434,African Cup of Nations,2012-02-11,Ghana,0,2,Mali,,FALSE
14435,Friendly,2012-02-23,Iran,2,2,Jordan,,FALSE
14436,Friendly,2012-02-24,Japan,3,1,Iceland,,TRUE
14437,Friendly,2012-02-25,South Korea,4,2,Uzbekistan,,TRUE
14438,Friendly,2012-02-28,Armenia,0,2,Serbia,,FALSE
14439,Friendly,2012-02-28,Bosnia and Herzegovina,1,2,Brazil,,FALSE
14440,Friendly,2012-02-29,Armenia,3,1,Canada,,FALSE
14441,FIFA World Cup qualification,2012-02-29,Australia,4,2,Saudi Arabia,,TRUE
14442,Friendly,2012-02-29,Chile,1,1,Ghana,,FALSE
14443,Friendly,2012-02-29,Croatia,1,3,Sweden,,TRUE
14444,Friendly,2012-02-29,Cyprus,0,0,Serbia,,TRUE
14445,Friendly,2012-02-29,Denmark,0,2,Russia,,TRUE
14446,Friendly,2012-02-29,Ecuador,2,0,Honduras,,TRUE
14447,Friendly,2012-02-29,England,2,3,Netherlands,,TRUE
14448,Friendly,2012-02-29,Germany,1,2,France,,TRUE
14449,Friendly,2012-02-29,Greece,1,1,Belgium,,TRUE
14450,African Cup of Nations qualification,2012-02-29,Guinea-Bissau,0,1,Cameroon,,TRUE
14451,FIFA World Cup qualification,2012-02-29,Iran,2,2,Qatar,,TRUE
14452,Friendly,2012-02-29,Italy,0,1,United States,,TRUE
14453,FIFA World Cup qualification,2012-02-29,Japan,0,1,Uzbekistan,,TRUE
14454,FIFA World Cup qualification,2012-02-29,South Korea,2,0,Kuwait,,TRUE
14455,Friendly,2012-02-29,Mexico,0,2,Colombia,,FALSE
14456,Friendly,2012-02-29,Morocco,2,0,Burkina Faso,,TRUE
14457,Friendly,2012-02-29,Poland,0,0,Portugal,,TRUE
14458,Friendly,2012-02-29,Romania,1,1,Uruguay,,TRUE
14459,Friendly,2012-02-29,South Africa,0,0,Senegal,,TRUE
14460,Friendly,2012-02-29,Spain,5,0,Venezuela,,TRUE
14461,Friendly,2012-02-29,Switzerland,1,3,Argentina,,TRUE
14462,Friendly,2012-02-29,Tunisia,1,1,Peru,,TRUE
14463,Friendly,2012-02-29,Wales,0,1,Costa Rica,,TRUE
14464,Friendly,2012-03-21,Jamaica,0,0,Costa Rica,,TRUE
14465,Friendly,2012-04-11,Costa Rica,1,1,Honduras,,TRUE
14466,Friendly,2012-04-18,Iran,2,0,Mauritania,,TRUE
14467,Friendly,2012-05-02,Iran,3,0,Mozambique,,TRUE
14468,Friendly,2012-05-20,Egypt,2,1,Cameroon,,FALSE
14469,Friendly,2012-05-22,Albania,2,1,Qatar,,FALSE
14470,Friendly,2012-05-22,Latvia,0,1,Poland,,FALSE
14471,Friendly,2012-05-23,Japan,2,0,Azerbaijan,,TRUE
14472,Friendly,2012-05-25,Belgium,2,2,Montenegro,,TRUE
14473,Friendly,2012-05-25,Costa Rica,3,2,Guatemala,,TRUE
14474,Friendly,2012-05-25,Croatia,3,1,Estonia,,TRUE
14475,Friendly,2012-05-25,Morocco,0,1,Senegal,,TRUE
14476,Friendly,2012-05-25,Russia,1,1,Uruguay,,TRUE
14477,Friendly,2012-05-26,Denmark,1,3,Brazil,,FALSE
14478,Friendly,2012-05-26,Guinea,1,2,Cameroon,,FALSE
14479,Friendly,2012-05-26,Netherlands,1,2,Bulgaria,,TRUE
14480,Friendly,2012-05-26,Norway,0,1,England,,TRUE
14481,Friendly,2012-05-26,Poland,1,0,Slovakia,,FALSE
14482,Friendly,2012-05-26,Portugal,0,0,North Macedonia,,TRUE
14483,Friendly,2012-05-26,Spain,2,0,Serbia,,FALSE
14484,Friendly,2012-05-26,Switzerland,5,3,Germany,,TRUE
14485,Friendly,2012-05-26,United States,5,1,Scotland,,TRUE
14486,Friendly,2012-05-27,Albania,1,0,Iran,,FALSE
14487,Friendly,2012-05-27,France,3,2,Iceland,,TRUE
14488,Friendly,2012-05-27,Mexico,2,0,Wales,,FALSE
14489,Friendly,2012-05-27,Tunisia,5,1,Rwanda,,TRUE
14490,Friendly,2012-05-28,Qatar,0,0,Palestine,,TRUE
14491,Friendly,2012-05-30,Netherlands,2,0,Slovakia,,TRUE
14492,Friendly,2012-05-30,Spain,4,1,South Korea,,FALSE
14493,Friendly,2012-05-30,Switzerland,0,1,Romania,,TRUE
14494,Friendly,2012-05-30,United States,1,4,Brazil,,TRUE
14495,Friendly,2012-05-31,France,2,0,Serbia,,TRUE
14496,Friendly,2012-05-31,Germany,2,0,Israel,,TRUE
14497,Friendly,2012-05-31,Mexico,2,1,Bosnia and Herzegovina,,FALSE
14498,FIFA World Cup qualification,2012-06-01,Ghana,7,0,Lesotho,,TRUE
14499,Friendly,2012-06-01,Guatemala,1,0,Costa Rica,,TRUE
14500,FIFA World Cup qualification,2012-06-02,Argentina,4,0,Ecuador,,TRUE
14501,FIFA World Cup qualification,2012-06-02,Cameroon,1,0,DR Congo,,TRUE
14502,Friendly,2012-06-02,Denmark,2,0,Australia,,TRUE
14503,Friendly,2012-06-02,England,1,0,Belgium,,TRUE
14504,FIFA World Cup qualification,2012-06-02,Gambia,1,1,Morocco,,TRUE
14505,Friendly,2012-06-02,Netherlands,6,0,Northern Ireland,,TRUE
14506,Friendly,2012-06-02,Norway,1,1,Croatia,,TRUE
14507,Friendly,2012-06-02,Poland,4,0,Andorra,,TRUE
14508,Friendly,2012-06-02,Portugal,1,3,Turkey,,TRUE
14509,FIFA World Cup qualification,2012-06-02,Senegal,3,1,Liberia,,TRUE
14510,FIFA World Cup qualification,2012-06-02,Tunisia,3,1,Equatorial Guinea,,TRUE
14511,FIFA World Cup qualification,2012-06-02,Uruguay,1,1,Venezuela,,TRUE
14512,Friendly,2012-06-03,Canada,0,0,United States,,TRUE
14513,FIFA World Cup qualification,2012-06-03,Japan,3,0,Oman,,TRUE
14514,FIFA World Cup qualification,2012-06-03,Lebanon,0,1,Qatar,,TRUE
14515,Friendly,2012-06-03,Mexico,2,0,Brazil,,FALSE
14516,Friendly,2012-06-03,Spain,1,0,China PR,,TRUE
14517,FIFA World Cup qualification,2012-06-03,Uzbekistan,0,1,Iran,,TRUE
14518,Friendly,2012-06-05,France,4,0,Estonia,,TRUE
14519,Friendly,2012-06-05,Sweden,2,1,Serbia,,TRUE
14520,FIFA World Cup qualification,2012-06-08,Costa Rica,2,2,El Salvador,,TRUE
14521,FIFA World Cup qualification,2012-06-08,Cuba,0,1,Canada,,TRUE
14522,FIFA World Cup qualification,2012-06-08,Japan,6,0,Jordan,,TRUE
14523,FIFA World Cup qualification,2012-06-08,Mexico,3,1,Guyana,,TRUE
14524,FIFA World Cup qualification,2012-06-08,Oman,0,0,Australia,,TRUE
14525,UEFA Euro,2012-06-08,Poland,1,1,Greece,,TRUE
14526,FIFA World Cup qualification,2012-06-08,Qatar,1,4,South Korea,,TRUE
14527,FIFA World Cup qualification,2012-06-08,United States,3,1,Antigua and Barbuda,,TRUE
14528,Friendly,2012-06-09,Brazil,3,4,Argentina,,FALSE
14529,FIFA World Cup qualification,2012-06-09,Cape Verde,1,2,Tunisia,,TRUE
14530,UEFA Euro,2012-06-09,Germany,1,0,Portugal,,FALSE
14531,FIFA World Cup qualification,2012-06-09,Morocco,2,2,Ivory Coast,,TRUE
14532,UEFA Euro,2012-06-09,Netherlands,0,1,Denmark,,FALSE
14533,FIFA World Cup qualification,2012-06-09,Uganda,1,1,Senegal,,TRUE
14534,FIFA World Cup qualification,2012-06-09,Zambia,1,0,Ghana,,TRUE
14535,FIFA World Cup qualification,2012-06-10,Ecuador,1,0,Colombia,,TRUE
14536,UEFA Euro,2012-06-10,Republic of Ireland,1,3,Croatia,,FALSE
14537,FIFA World Cup qualification,2012-06-10,Libya,2,1,Cameroon,,FALSE
14538,UEFA Euro,2012-06-10,Spain,1,1,Italy,,FALSE
14539,FIFA World Cup qualification,2012-06-10,Uruguay,4,2,Peru,,TRUE
14540,UEFA Euro,2012-06-11,France,1,1,England,,FALSE
14541,FIFA World Cup qualification,2012-06-12,Australia,1,1,Japan,,TRUE
14542,FIFA World Cup qualification,2012-06-12,Canada,0,0,Honduras,,TRUE
14543,FIFA World Cup qualification,2012-06-12,El Salvador,1,2,Mexico,,TRUE
14544,FIFA World Cup qualification,2012-06-12,Guatemala,1,1,United States,,TRUE
14545,FIFA World Cup qualification,2012-06-12,Guyana,0,4,Costa Rica,,TRUE
14546,FIFA World Cup qualification,2012-06-12,Iran,0,0,Qatar,,TRUE
14547,FIFA World Cup qualification,2012-06-12,South Korea,3,0,Lebanon,,TRUE
14548,UEFA Euro,2012-06-12,Poland,1,1,Russia,,TRUE
14549,UEFA Euro,2012-06-13,Denmark,2,3,Portugal,,FALSE
14550,UEFA Euro,2012-06-13,Netherlands,1,2,Germany,,FALSE
14551,UEFA Euro,2012-06-14,Italy,1,1,Croatia,,FALSE
14552,UEFA Euro,2012-06-14,Spain,4,0,Republic of Ireland,,FALSE
14553,UEFA Euro,2012-06-15,Sweden,2,3,England,,FALSE
14554,UEFA Euro,2012-06-15,Ukraine,0,2,France,,TRUE
14555,African Cup of Nations qualification,2012-06-16,Cameroon,1,0,Guinea-Bissau,,TRUE
14556,UEFA Euro,2012-06-16,Poland,0,1,Czech Republic,,TRUE
14557,UEFA Euro,2012-06-17,Denmark,1,2,Germany,,FALSE
14558,UEFA Euro,2012-06-17,Portugal,2,1,Netherlands,,FALSE
14559,UEFA Euro,2012-06-18,Croatia,0,1,Spain,,FALSE
14560,Friendly,2012-06-18,Saudi Arabia,4,0,Morocco,,TRUE
14561,UEFA Euro,2012-06-19,Sweden,2,0,France,,FALSE
14562,UEFA Euro,2012-06-19,Ukraine,0,1,England,,TRUE
14563,UEFA Euro,2012-06-21,Czech Republic,0,1,Portugal,,FALSE
14564,UEFA Euro,2012-06-22,Germany,4,2,Greece,,FALSE
14565,Arab Cup,2012-06-22,Saudi Arabia,4,0,Kuwait,,TRUE
14566,UEFA Euro,2012-06-23,Spain,2,0,France,,FALSE
14567,UEFA Euro,2012-06-24,England,0,0,Italy,Italy win on penalties,FALSE
14568,UEFA Euro,2012-06-27,Portugal,0,0,Spain,Spain win on penalties,FALSE
14569,UEFA Euro,2012-06-28,Germany,1,2,Italy,,FALSE
14570,Arab Cup,2012-06-28,Saudi Arabia,2,2,Palestine,,TRUE
14571,UEFA Euro,2012-07-01,Spain,4,0,Italy,,FALSE
14572,Arab Cup,2012-07-03,Saudi Arabia,0,2,Libya,,TRUE
14573,Arab Cup,2012-07-05,Saudi Arabia,0,1,Iraq,,TRUE
14574,Friendly,2012-08-15,Belgium,4,2,Netherlands,,TRUE
14575,Friendly,2012-08-15,Canada,2,0,Trinidad and Tobago,,FALSE
14576,Friendly,2012-08-15,China PR,1,1,Ghana,,TRUE
14577,Friendly,2012-08-15,Costa Rica,0,1,Peru,,TRUE
14578,Friendly,2012-08-15,Croatia,2,4,Switzerland,,TRUE
14579,Friendly,2012-08-15,Denmark,1,3,Slovakia,,TRUE
14580,Friendly,2012-08-15,Ecuador,3,0,Chile,,FALSE
14581,Friendly,2012-08-15,England,2,1,Italy,,FALSE
14582,Friendly,2012-08-15,Estonia,1,0,Poland,,TRUE
14583,Friendly,2012-08-15,France,0,0,Uruguay,,TRUE
14584,Friendly,2012-08-15,Germany,1,3,Argentina,,TRUE
14585,Friendly,2012-08-15,Iran,2,2,Tunisia,,FALSE
14586,Friendly,2012-08-15,Japan,1,1,Venezuela,,TRUE
14587,Friendly,2012-08-15,South Korea,2,1,Zambia,,TRUE
14588,Friendly,2012-08-15,Mexico,0,1,United States,,TRUE
14589,Friendly,2012-08-15,Morocco,1,2,Guinea,,TRUE
14590,Friendly,2012-08-15,Portugal,2,0,Panama,,TRUE
14591,Friendly,2012-08-15,Puerto Rico,1,2,Spain,,TRUE
14592,Friendly,2012-08-15,Scotland,3,1,Australia,,TRUE
14593,Friendly,2012-08-15,Serbia,0,0,Republic of Ireland,,TRUE
14594,Friendly,2012-08-15,Sweden,0,3,Brazil,,TRUE
14595,Friendly,2012-08-15,Wales,0,2,Bosnia and Herzegovina,,TRUE
14596,Nehru Cup,2012-08-24,Syria,2,2,Cameroon,,FALSE
14597,Nehru Cup,2012-08-26,Nepal,0,5,Cameroon,,FALSE
14598,Nehru Cup,2012-08-29,Cameroon,3,1,Maldives,,FALSE
14599,Nehru Cup,2012-08-31,India,0,1,Cameroon,,TRUE
14600,Nehru Cup,2012-09-02,India,2,2,Cameroon,,TRUE
14601,Friendly,2012-09-05,Jordan,0,0,Iran,,TRUE
14602,Friendly,2012-09-06,Japan,1,0,United Arab Emirates,,TRUE
14603,Friendly,2012-09-06,Lebanon,0,3,Australia,,TRUE
14604,Friendly,2012-09-06,Qatar,1,2,Tajikistan,,FALSE
14605,FIFA World Cup qualification,2012-09-07,Argentina,3,1,Paraguay,,TRUE
14606,Friendly,2012-09-07,Brazil,1,0,South Africa,,TRUE
14607,FIFA World Cup qualification,2012-09-07,Canada,1,0,Panama,,TRUE
14608,FIFA World Cup qualification,2012-09-07,Colombia,4,0,Uruguay,,TRUE
14609,FIFA World Cup qualification,2012-09-07,Costa Rica,0,2,Mexico,,TRUE
14610,FIFA World Cup qualification,2012-09-07,Croatia,1,0,North Macedonia,,TRUE
14611,FIFA World Cup qualification,2012-09-07,Ecuador,1,0,Bolivia,,TRUE
14612,FIFA World Cup qualification,2012-09-07,Finland,0,1,France,,TRUE
14613,FIFA World Cup qualification,2012-09-07,Germany,3,0,Faroe Islands,,TRUE
14614,FIFA World Cup qualification,2012-09-07,Jamaica,2,1,United States,,TRUE
14615,FIFA World Cup qualification,2012-09-07,Luxembourg,1,2,Portugal,,TRUE
14616,FIFA World Cup qualification,2012-09-07,Moldova,0,5,England,,TRUE
14617,FIFA World Cup qualification,2012-09-07,Montenegro,2,2,Poland,,TRUE
14618,FIFA World Cup qualification,2012-09-07,Netherlands,2,0,Turkey,,TRUE
14619,FIFA World Cup qualification,2012-09-07,Slovenia,0,2,Switzerland,,TRUE
14620,Friendly,2012-09-07,Spain,5,0,Saudi Arabia,,TRUE
14621,FIFA World Cup qualification,2012-09-07,Wales,0,2,Belgium,,TRUE
14622,African Cup of Nations qualification,2012-09-08,Cape Verde,2,0,Cameroon,,TRUE
14623,FIFA World Cup qualification,2012-09-08,Denmark,0,0,Czech Republic,,TRUE
14624,African Cup of Nations qualification,2012-09-08,Ghana,2,0,Malawi,,TRUE
14625,African Cup of Nations qualification,2012-09-08,Ivory Coast,4,2,Senegal,,TRUE
14626,FIFA World Cup qualification,2012-09-08,Scotland,0,0,Serbia,,TRUE
14627,African Cup of Nations qualification,2012-09-08,Sierra Leone,2,2,Tunisia,,TRUE
14628,African Cup of Nations qualification,2012-09-09,Mozambique,2,0,Morocco,,TRUE
14629,Friendly,2012-09-10,Brazil,8,0,China PR,,TRUE
14630,FIFA World Cup qualification,2012-09-11,Austria,1,2,Germany,,TRUE
14631,FIFA World Cup qualification,2012-09-11,Belgium,1,1,Croatia,,TRUE
14632,FIFA World Cup qualification,2012-09-11,England,1,1,Ukraine,,TRUE
14633,FIFA World Cup qualification,2012-09-11,France,3,1,Belarus,,TRUE
14634,Friendly,2012-09-11,Gabon,1,0,Saudi Arabia,,FALSE
14635,FIFA World Cup qualification,2012-09-11,Georgia,0,1,Spain,,TRUE
14636,FIFA World Cup qualification,2012-09-11,Hungary,1,4,Netherlands,,TRUE
14637,FIFA World Cup qualification,2012-09-11,Japan,1,0,Iraq,,TRUE
14638,FIFA World Cup qualification,2012-09-11,Jordan,2,1,Australia,,TRUE
14639,FIFA World Cup qualification,2012-09-11,Lebanon,1,0,Iran,,TRUE
14640,Friendly,2012-09-11,Liberia,2,0,Ghana,,TRUE
14641,FIFA World Cup qualification,2012-09-11,Mexico,1,0,Costa Rica,,TRUE
14642,FIFA World Cup qualification,2012-09-11,Panama,2,0,Canada,,TRUE
14643,FIFA World Cup qualification,2012-09-11,Peru,1,1,Argentina,,TRUE
14644,FIFA World Cup qualification,2012-09-11,Poland,2,0,Moldova,,TRUE
14645,FIFA World Cup qualification,2012-09-11,Portugal,3,0,Azerbaijan,,TRUE
14646,FIFA World Cup qualification,2012-09-11,Serbia,6,1,Wales,,TRUE
14647,FIFA World Cup qualification,2012-09-11,Switzerland,2,0,Albania,,TRUE
